claim_id,subject_type,subject_id,predicate,object_text,confidence,status,notes
C0194,person,P0100,parentage,Unnamed child of Sheikh Mohammad Jafar Khan Majzub Ali Shah (P0099),possible,active,"The child is present in the chart, but the archive owner marked the name ??; earlier Abd al-Javad reading superseded."
C0195,person,P0101,parentage,Son of Sheikh Mohammad Jafar Khan Majzub Ali Shah (P0099),probable,active,Figure 4.
C0196,person,P0102,parentage,"Agha Abdol Hamid, child of Sheikh Mohammad Jafar Khan Majzub Ali Shah (P0099)",confirmed,active,Corrected from the earlier Abd al-Majid reading using the user-supplied branch reconstruction.
C0197,person,P0103,parentage,Son of Sheikh Mohammad Jafar Khan Majzub Ali Shah (P0099),probable,active,Figure 4.
C0198,person,P0104,parentage,Son of Sheikh Mohammad Jafar Khan Majzub Ali Shah (P0099),probable,active,Figure 4.
C0199,person,P0105,parentage,Son of Nasrollah Khan Korijani Gharagozloo (P0073),probable,active,Figure 4 genealogy.
C0200,person,P0106,parentage,Son of Gholam Khan Gharagozloo (P0105),probable,active,Figure 4 genealogy.
C0201,person,P0073,branch affiliation,"Hajilou, Korijani line",confirmed,active,Explicitly identified as Hajilou in the narrative.
C0202,person,P0073,political-military alliance,Helped advocate Gharagozloo support for Karim Khan Zand,confirmed,active,Narrative account in S0001.
C0203,person,P0073,military command,Commanded Gharagozloo forces sent toward Yazd in 1194 AH,confirmed,active,Already represented by event E0073 and enriched here.
C0204,person,P0073,military service,Guarded Isfahan and commanded one thousand cavalry near Qomsheh in 1203 AH,confirmed,active,S0001 narrative; possible capture is not asserted.
C0205,person,P0073,military service,Served in the 1222 AH mission against Abd al-Rahman Pasha,confirmed,active,S0001 narrative.
C0206,person,P0073,held office,Military administrator of the army in Fars in 1215 AH,confirmed,active,S0001 cites Sir John Malcolm.
C0207,person,P0073,held office,Minister of Fars from 1220 AH until Nowruz 1223 AH,confirmed,active,S0001 narrative.
C0208,person,P0073,personal reputation,"Known in Shiraz for poetic ability, good nature, and good character",confirmed,active,Authorial summary in S0001.
C0209,person,P0098,held role,Adviser and state counsellor to Agha Mohammad Khan Qajar,confirmed,active,Explicit in the S0001 narrative.
C0210,person,P0098,children count,Two sons shown in Figure 4,probable,active,Morteza Qoli Khan and Shir Ali Khan.
C0211,person,P0107,parentage,Son of Haji Mina Khan Kabudarahangi (P0098),probable,active,Figure 4.
C0212,person,P0108,parentage,Son of Haji Mina Khan Kabudarahangi (P0098),probable,active,Figure 4.
C0213,person,P0109,parentage,Child of Morteza Qoli Khan (P0107),probable,active,Figure 4.
C0214,person,P0110,parentage,Child of Morteza Qoli Khan (P0107),probable,active,Figure 4.
C0215,person,P0111,parentage,Child of Mansur al-Molk (P0109),probable,active,Figure 4.
C0216,person,P0112,parentage,Child of Mansur al-Molk (P0109),probable,active,Figure 4.
C0217,person,P0113,parentage,"Mohammad Hassan Khan, son of Mohammad Mirza Khan (P0110)",confirmed,active,Corrected from the earlier Mohammad Hossein Khan reading.
C0218,person,P0114,parentage,Son of Mohammad Mirza Khan (P0110),probable,active,Figure 4.
C0219,person,P0109,held title,Mansur al-Molk,probable,active,Figure 4 identifies the person by this title-form.
C0220,person,P0114,held rank,Sarhang,probable,active,Figure 4 prints the rank with the name.
C0221,person,P0115,parentage,Child of Haji Fazlollah Khan Royani Gharagozloo (P0096),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0222,person,P0116,parentage,Child of Haji Fazlollah Khan Royani Gharagozloo (P0096),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0223,person,P0117,parentage,Child of Haji Fazlollah Khan Royani Gharagozloo (P0096),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0224,person,P0118,parentage,Child of Haji Fazlollah Khan Royani Gharagozloo (P0096),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0225,person,P0119,parentage,Child of Mohammad Hassan Khan Gharagozloo (P0115),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0226,person,P0120,parentage,Child of Mohammad Hassan Khan Gharagozloo (P0115),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0227,person,P0121,parentage,Child of Ali Mohammad Khan Gharagozloo (P0119),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0228,person,P0122,parentage,Child of Shafi Khan Gharagozloo (P0120),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0229,person,P0123,parentage,Child of Hossein Ali Khan Gharagozloo (P0117),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0230,person,P0124,parentage,Child of Hossein Ali Khan Gharagozloo (P0117),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0231,person,P0125,parentage,Child of Hossein Ali Khan Gharagozloo (P0117),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0232,person,P0126,parentage,Child of Hossein Ali Khan Gharagozloo (P0117),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0233,person,P0127,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),confirmed,active,Corrected using the verified PowerPoint.
C0234,person,P0128,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),confirmed,active,Corrected using the verified PowerPoint.
C0235,person,P0129,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),confirmed,active,Corrected using the verified PowerPoint.
C0236,person,P0130,parentage,Child of Najaf Qoli Khan Gharagozloo (P0124),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0237,person,P0131,parentage,Child of Najaf Qoli Khan Gharagozloo (P0124),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0238,person,P0132,parentage,Child of Karim Khan Gharagozloo (P0135),confirmed,active,Corrected from Ali Khan to Karim Khan using the verified PowerPoint connector objects.
C0239,person,P0133,parentage,Child of Karim Khan Gharagozloo (P0135),confirmed,active,Corrected from Ali Khan to Karim Khan using the verified PowerPoint connector objects.
C0240,person,P0134,parentage,Child of Karim Khan Gharagozloo (P0135),confirmed,active,Corrected from Ali Khan to Karim Khan using the verified PowerPoint connector objects.
C0241,person,P0135,parentage,Child of Mohammad Morad Beg Gharagozloo (P0127),confirmed,active,Corrected from Heidar Qoli Khan to Mohammad Morad Beg using the verified PowerPoint.
C0242,person,P0136,parentage,Child of Mohammad Morad Beg Gharagozloo (P0127),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0243,person,P0137,parentage,Child of Mohammad Morad Beg Gharagozloo (P0127),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0244,person,P0138,parentage,Child of Mohammad Morad Beg Gharagozloo (P0127),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0245,person,P0139,parentage,Child of Habib Allah Khan Gharagozloo (P0138),confirmed,active,Corrected from Enayat Allah Khan to Habib Allah Khan using the verified PowerPoint connector objects.
C0246,person,P0140,parentage,Child of Habib Allah Khan Gharagozloo (P0138),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0247,person,P0141,parentage,Child of Shir Ali Beg Gharagozloo (P0143),probable,active,Corrected from Mohammad Vali Beg to Shir Ali Beg using the verified PowerPoint connector objects.
C0248,person,P0142,parentage,Child of Soltan Fath Ali Gharagozloo (P0141),unverified,superseded,Superseded after verification of the PowerPoint connector objects; no separate child is shown beneath Soltan Fath Ali.
C0249,person,P0143,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0250,person,P0144,parentage,Child of Shir Ali Beg Gharagozloo (P0143),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0251,person,P0145,parentage,Child of Zolfaghar Khan Gharagozloo (P0144),confirmed,active,Name corrected to Assad Khan; parent-child relationship confirmed in the verified PowerPoint.
C0252,person,P0146,parentage,Child of Zolfaghar Khan Gharagozloo (P0144),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0253,person,P0147,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0254,person,P0148,parentage,Child of Ghasem Khan Gharagozloo (P0147),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0255,person,P0149,parentage,Child of Ghasem Khan Gharagozloo (P0147),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0256,person,P0150,parentage,Child of Ghasem Khan Gharagozloo (P0147),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0257,person,P0151,parentage,Child of Ghasem Khan Gharagozloo (P0147),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0258,person,P0152,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0259,person,P0153,parentage,Child of Abdolhossein Khan Farkhari Gharagozloo (P0118),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0260,person,P0154,parentage,Child of Mohammad Khan Hajilou Gharagozloo (P0153),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0261,person,P0155,parentage,Child of Mohammad Khan Hajilou Gharagozloo (P0153),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0262,person,P0156,parentage,Child of Mohammad Khan Hajilou Gharagozloo (P0153),probable,active,User-supplied branch reconstruction aligned to S0001 Figure 4.
C0263,person,P0157,parentage,Child of Mohammad Khan Hajilou Gharagozloo (P0153),unverified,active,"The relationship is visible in the verified PowerPoint, but the child’s name is unreadable and represented as ??."
C0264,person,P0158,parentage,Child of Haji Mohammad Khan Jeyhunabadi (P0001),confirmed,active,User-confirmed reconstruction.
C0265,person,P0159,parentage,Child of Haji Mohammad Khan Jeyhunabadi (P0001),confirmed,active,User-confirmed reconstruction.
C0266,person,P0160,parentage,Child of Haji Mohammad Khan Jeyhunabadi (P0001),confirmed,active,User-confirmed reconstruction.
C0267,person,P0084,parentage,Child of Haji Mohammad Khan Jeyhunabadi (P0001),confirmed,active,Corrected from Mohammad Baqer Khan.
C0268,person,P0161,parentage,Child of Haji Yavar Mohammad Gholi Khan (P0159),confirmed,active,User-confirmed reconstruction.
C0269,person,P0162,parentage,Child of Haji Yavar Mohammad Gholi Khan (P0159),confirmed,active,User-confirmed reconstruction.
C0270,person,P0163,parentage,Child of Haji Hamze Khan (P0160),confirmed,active,User-confirmed reconstruction.
C0271,person,P0164,parentage,Child of Haji Hamze Khan (P0160),confirmed,active,User-confirmed reconstruction.
C0273,person,P0166,parentage,Child of Kazem Khan (P0084),confirmed,active,User-confirmed reconstruction.
C0274,person,P0167,parentage,Child of Kazem Khan (P0084),confirmed,active,User-confirmed reconstruction.
C0275,person,P0168,parentage,Child of Hossein Qoli Khan Amir Nezam (P0012),confirmed,active,User-confirmed reconstruction.
C0276,person,P0169,parentage,Child of Hossein Qoli Khan Amir Nezam (P0012),confirmed,active,User-confirmed reconstruction.
C0272,person,P0165,parentage,Child of Kazem Khan Gharagozloo (P0084),confirmed,active,Relationship confirmed by the owner-verified Jeyhunabadi reconstruction. The child's personal name remains unreadable and is tracked separately as an open research question.
C0277,person,P0012,held_title,Amir Nezam (امیرنظام),confirmed,active,Explicitly attested in S0001 and independently corroborated by S0003. Family oral history also remembers him primarily by this title.
C0278,person,P0170,parentage,Child of Zeyn al-Abedin Khan P0023,confirmed,active,Figure 3/prose reconciliation.
C0279,person,P0021,parentage,Child of Ali Khan Nosrat al-Molk P0019,confirmed,active,Figure 3.
C0280,person,P0171,parentage,Child of Nabi Khan P0013,confirmed,active,Figure 3; separate from P0064.
C0281,person,P0064,parentage,Child of Ahmad Khan Sartip P0030 and Negar Khanom P0029,confirmed,active,Corrects an earlier extraction error that placed him beneath Naser al-Molk.
C0282,person,P0065,parentage,Child of Ahmad Khan Sartip P0030 and Negar Khanom P0029,confirmed,active,Figure 3 plus explicit later prose; older military wording remains noted as an ambiguity.
C0283,person,P0038,parentage,Child of Mehdi Khan P0064,confirmed,active,Narrative evidence.
C0284,person,P0037,parentage,Child of Ali Qoli Khan Baha al-Molk P0033,confirmed,active,Figure 3.
C0285,person,P0172,parentage,Child of Ali Qoli Khan Baha al-Molk P0033,confirmed,active,Figure 3.
C0286,person,P0173,parentage,Child of Alireza Khan P0037,confirmed,active,Figure 3.
C0287,person,P0174,parentage,Child of Fazlollah Khan P0062,confirmed,active,Figure 3.
C0288,person,P0175,parentage,Figure 3 presents Mohammad Shafi Khan as a son of Abdollah Sarem al-Dowleh P0028,disputed,active,Prose says Abdollah probably had no male children; retain both assertions.
C0289,person,P0176,parentage,Child of Mohammad Shafi Khan P0175,confirmed,active,Figure 3.
C0290,person,P0177,parentage,Figure 3 presents Abdolhossein Khan as a son of Abdollah Sarem al-Dowleh P0028,disputed,active,Prose says Abdollah probably had no male children; retain both assertions.
C0500,person,P0094,alternate_ancestral_tradition,"Majmooe Asaar preserves an older family genealogy running through Qara Mohammad, Haji Bonyad Khan, Haji Qasem, Haji Jafar Khan and Haji Abdollah Beg before the later Hajilou line.",possible,active,This is a transmitted family-genealogy tradition. Do not assume Majmooe Asaar's Haji Jafar Khan is identical with P0094 without separate identity reconciliation.
C0501,person,P0095,child_list,Majmooe Asaar explicitly enumerates Haji Fathollah as a sixth son of Haji Abdollah Beg.,disputed,active,Source-explicit statement preserved as evidence; v2.8.0 canonical topology currently has five branch heads and is intentionally unchanged.
C0502,person,P0095,biographical_context,Haji Fathollah is described as not entering government service and as occupying himself with landed/property affairs together with Haji Safar Khan.,confirmed,active,"Claim concerns the source's description of Haji Fathollah, not canonical identity placement."
C0503,person,P0095,descendant_list,"Majmooe Asaar names Abbas Beg, Allah-Panah Beg and Heidar Qoli Beg as children of Haji Fathollah.",confirmed,active,Names retained as source-derived candidates; no person records or parent_of edges created yet.
C0504,person,P0001,alternate_child_list,"Majmooe Asaar lists six sons: Mohammad Baqer Khan, Haji Hamze Khan, Haji Ali Mohammad Khan, Mehdi Khan Sartip, Zolfaghar Khan and Mohammad Qoli Khan.",disputed,active,"Alternate source list differs from the current canonical v2.8.0 child set. Mohammad Qoli may correspond to Haji Yavar Mohammad Gholi, but that identity is not proven."
C0505,person,P0001,candidate_child,Haji Ali Mohammad Khan is named by Majmooe Asaar as a son of Haji Mohammad Khan Jeyhunabadi.,possible,active,Pending identity and placement reconciliation.
C0506,person,P0001,candidate_child,Mehdi Khan Sartip is named by Majmooe Asaar as a son of Haji Mohammad Khan Jeyhunabadi.,possible,active,Pending identity and placement reconciliation.
C0507,person,P0001,identity_hypothesis,"Majmooe Asaar's Mohammad Qoli Khan may be the same person as the canonical Haji Yavar Mohammad Gholi, but the identification is not yet demonstrated.",possible,active,Keep as hypothesis only; do not merge or alter canonical genealogy.
C0508,person,P0097,descendant_list,"Majmooe Asaar names Mohammad Jafar Khan Majzub Ali Shah, Sadeq Beg, Amin Beg, Rahim Beg and Hossein Ali Beg as children of Haji Safar.",probable,active,Additive source tradition; canonical topology is not changed in this checkpoint.
C0509,person,P0097,biographical_context,"Haji Safar is described as dervish-minded/independent, avoiding government service and attending to agricultural and landed affairs.",confirmed,active,
C0510,person,P0098,descendant_tradition,"Majmooe Asaar names Haji Mirza Safi Qoli Khan, Haji Abolqasem Khan, Haji Morteza Qoli Khan, Mohammad Ali Khan, Hossein Ali Beg and Mehdi Qoli Beg in the Haji Mina branch.",probable,active,Several names do not yet have safe canonical identity matches.
C0511,person,P0098,branch_origin,Majmooe Asaar associates Haji Mirza Safi Qoli Khan with the ancestry of the Kabudarahang khans.,probable,active,Source-derived branch-origin statement; identity placement pending.
C0512,person,P0098,branch_origin,Majmooe Asaar associates Haji Abolqasem Khan with the ancestry of the Yekleh family.,probable,active,Source-derived branch-origin statement; identity placement pending.
C0513,person,P0098,lineage_detail,Majmooe Asaar states that Haji Morteza Qoli Khan was the father of Mohammad Mirza Khan.,probable,active,Potentially important corrective detail if the current chart visually flattens the generations; no topology change in this migration.
C0514,person,P0098,branch_origin,Majmooe Asaar associates Mohammad Ali Khan with the ancestry of Haji Noor Ali Khan.,probable,active,Identity placement pending.
C0515,person,P0098,parentage_support,Majmooe Asaar independently places Haji Mina in the Haji Abdollah line.,probable,active,This strengthens the side of the existing Haji Mina parentage conflict followed by the canonical graph; it does not erase the conflicting Alvandi wording.
C0516,person,P0096,government_service,"Majmooe Asaar says Haji Fazlollah governed Khamseh, Qazvin and Garrus for years.",confirmed,active,Service-context claim from the family genealogy.
C0517,person,P0096,descendant_tradition,"Majmooe Asaar identifies Abdolhossein Khan, Hossein Ali Khan and Haji Mohammad Hossein as principal descendants/branch figures under Haji Fazlollah.",probable,active,Preserve as source genealogy; individual canonical placements remain governed by existing reconciled topology.
C0518,person,P0096,maternal_ancestry,Majmooe Asaar states that Hossein Ali Khan was a maternal ancestor of the late Haji Amir Nezam.,probable,active,The intermediate maternal links are not supplied here; do not invent direct mother/daughter edges.
C0519,person,P0096,branch_origin,Majmooe Asaar associates Abdolhossein Khan with the ancestry of the Qarakhlu/Qarkhlu khans and Hossein Ali Khan with the Hosseinabad khans.,probable,active,Transliteration of the Qarakhlu/Qarkhlu branch name should remain provisional until visual normalization.
C0520,person,P0073,military_role,Majmooe Asaar describes Nasrollah Khan as commander of the Hajilou cavalry.,confirmed,active,
C0521,person,P0073,service_context,Majmooe Asaar says Nasrollah Khan often served in Shiraz under Hasan Ali Mirza Farmanfarma.,confirmed,active,
C0522,person,P0073,descendant_list,"Majmooe Asaar names seven children of Nasrollah Khan: Ghaffar Khan, Mirza Hashem Khan, Mohammad Hossein Khan, Qasem Khan, Hassan Khan, Abdollah Khan and Nasir Beg.",confirmed,active,Source-explicit child list; no canonical child nodes or edges are added in this evidence checkpoint.
C0600,person,P0004,frontier_service,Abdollah Khan Amir Nezam served on a government frontier assignment at Sarakhs/Naseriyeh from approximately 1294 to 1296 AH.,confirmed,active,Mission chronology from the editor's introduction and Kitabche-ye Merv opening.
C0601,person,P0004,authorship,"Abdollah Khan authored the Report on Sarakhs and Naseriyeh Fortress, completed or dated 1296 AH.",confirmed,active,Authorial attribution and report colophon.
C0602,person,P0004,military_rank,During the Sarakhs mission Abdollah Khan is identified as a colonel (sarhang) of the Fadavi Regiment.,confirmed,active,Structured military-command linkage should be added only after exact current military-unit/organization IDs are reconciled.
C0603,event,E0200,garrison_duty,"At Naseriyeh soldiers performed night guard while also undertaking daytime duties involving water works, fuel collection, patrols and response to Turkmen incursions.",confirmed,active,Firsthand description of garrison burden.
C0604,event,E0200,fuel_logistics,"Fuel scarcity forced soldiers to leave the fortress several times each month to collect firewood, and weaker soldiers sometimes purchased it at high prices from Turkmen suppliers.",confirmed,active,Firsthand observation.
C0605,event,E0200,frontier_hardship,Abdollah Khan judged service at Sarakhs to be harder on soldiers than service at Iran's other frontiers because they were rarely free from duty.,confirmed,active,Explicit contemporary assessment by the author.
C0606,person,P0004,administrative_reform,Abdollah Khan proposed replacing two hundred subsidized kharalchi households with twenty-seven useful cavalrymen as a more effective use of state resources.,confirmed,active,Author's reform proposal; preserve as his judgment.
C0607,person,P0004,agricultural_reform,"Abdollah Khan proposed expanding local cultivation and reducing dependence on government grain rations, with produce valued against official Mashhad grain prices.",confirmed,active,Author's administrative recommendation.
C0608,place,L0201,fortress_description,"Abdollah Khan described Naseriyeh as a strongly built fortified settlement with houses, a bazaar and multiple defensive works.",confirmed,active,Avoid normalizing uncertain architectural headcounts and dimensions until visually rechecked.
C0609,place,L0201,garrison_structure,Naseriyeh functioned as both a rotating military garrison and a settlement containing permanently resident military households with wives and children.,confirmed,active,Exact roster numbers remain a separate research question.
C0610,place,L0203,outpost_garrison,Qal'eh Now was described as a small fort about one-quarter farsakh above Sarakhs with a permanent garrison of twenty-five soldiers.,confirmed,active,Source-stated historical distance retained without modern conversion.
C0611,place,L0203,waterworks_protection,"Qal'eh Now protected workers maintaining the Sarakhs river dam and irrigation works, giving them a refuge in case of attack.",confirmed,active,Firsthand defensive-infrastructure description.
C0612,place,L0204,ruined_fort,Qal'eh Qassab was described as an old uninhabited ruin approximately one and one-half farsakhs above Sarakhs.,confirmed,active,Source-stated historical distance retained without modern conversion.
C0613,place,L0205,historical_association,The ruined Qushid Khan Fortress near Sarakhs was associated in Abdollah Khan's account with the Teke leader Qushid Khan and an earlier Teke presence.,probable,active,Historical association reported in Kitabche-ye Merv/Sarakhs material.
C0614,event,E0200,water_infrastructure,"Sarakhs garrison operations depended on river-control infrastructure, and large numbers of soldiers could be required to rebuild or maintain diversion works when water was low.",confirmed,active,Firsthand observation; exact workforce figures should remain source-attributed.
C0615,event,E0200,water_shortage,"During Abdollah Khan's two-year stay, Sarakhs experienced periods when river water failed to reach the settlement and residents relied on wells.",confirmed,active,Firsthand time-bounded observation.
C0616,person,P0004,water_reform,Abdollah Khan recommended construction of one or more cisterns to provide a more reliable reserve when river water was interrupted.,confirmed,active,Author's infrastructure recommendation.
C0617,event,E0200,agricultural_observation,"Abdollah Khan described Sarakhs soil as highly fertile, with abundant melons and watermelons, productive wheat and repeated alfalfa harvests.",confirmed,active,Combines his observation with local testimony; historical yield ratios are intentionally not normalized here.
C0618,person,P0004,ethnographic_investigation,"During his Sarakhs service Abdollah Khan deliberately investigated the conditions, customs, population and life of Turkmen communities around Merv and Sarakhs and compiled the Kitabche-ye Merv.",confirmed,active,Purpose statement at the beginning of Kitabche-ye Merv.
C0619,person,P0004,source_criticism,Abdollah Khan explicitly cautioned that Turkmen tribal histories were transmitted orally and could not be regarded as fully reliable; he therefore questioned elders he considered comparatively trustworthy.,confirmed,active,Important statement about the evidence basis of the historical/tribal narrative.
C0620,event,E0201,salur_state_support,The Kitabche-ye Merv reports that Salur groups supplied Iranian government forces with provisions and furnished about five hundred cavalry.,probable,active,"Historical testimony from informants, not Abdollah Khan's eyewitness observation."
C0621,event,E0201,salur_relocation,"The source reports that Salur households were relocated under Iranian government support to Old Sarakhs, while about five hundred households remained at Zurabad.",probable,active,Source-stated household count and relocation narrative.
C0622,event,E0201,garrison_context,The Qara'i Regiment was garrisoning Naseriyeh Fortress during the Salur relocation episode described in Kitabche-ye Merv.,probable,active,Historical narrative; structured military-unit link deferred pending current unit-ID reconciliation.
C0623,event,E0201,teke_attack,"About six months after the Salur gathered at Sarakhs, the source says Qushid Khan sent approximately three thousand cavalry and infantry under Khajqa Sardar against them.",probable,active,Approximate force size and names are source-attributed historical testimony.
C0624,event,E0201,forced_displacement,"Khajqa Sardar's force seized Salur livestock and compelled the Salur to leave Sarakhs for Merv, where they lived among the Teke.",probable,active,Historical narrative from Kitabche-ye Merv.
C0625,event,E0201,complex_outcome,"The same account says the displaced Salur families were protected during the journey and their livestock was restored, while also portraying their later condition among the Teke as subordinate and impoverished.",probable,active,Preserves the source's internally complex portrayal rather than flattening it.
C0626,event,E0202,campaign_captives,"In Abdollah Khan's transmitted historical account, Abbas Mirza's Sarakhs campaign freed about three thousand Shiite captives and resulted in about five thousand Turkmen captives being taken toward Mashhad.",probable,active,These are source-reported figures from a non-eyewitness historical narrative and are not independently verified here.
C0700,person,P0004,khuzestan_service,Abdollah Khan served in Khuzestan for approximately two and a half years during the 1305–1308 AH period and documented the mission in a dedicated report.,confirmed,active,Primary-source mission framing.
C0701,event,E0210,initial_base,The Fadavi Regiment reached Khuzestan before Nezam al-Saltaneh and initially camped outside Dezful.,confirmed,active,Firsthand military narrative.
C0702,event,E0211,summer_deployment,"During the Falahiyah crisis the Fadavi Regiment marched in extreme summer heat, remained at Falahiyah about two months, and then moved toward Ahvaz and Hoveyzeh.",confirmed,active,Firsthand service narrative.
C0703,event,E0211,climate_hardship,"Abdollah Khan described Falahiyah as exceptionally hot and oppressive, with severe humid sharji conditions, hot winds and dangerous scorpions.",confirmed,active,Authorial observation; source-stated temperature measurements are not normalized here.
C0704,event,E0211,garrison_disposition,"After order was restored, four detachments were left as garrisons in Falahiyah and Hoveyzeh while most of the regiment returned to Shushtar.",confirmed,active,Military disposition.
C0705,event,E0211,mohammerah_detachment,"Before the New Year, one hundred soldiers and fifty military musicians accompanied Nezam al-Saltaneh toward Mohammerah.",confirmed,active,Source-stated troop and musician numbers.
C0706,place,L0211,urban_economy,"Abdollah Khan described Dezful as comparatively prosperous and reported about three hundred shops, five caravanserais and ten bathhouses.",confirmed,active,Contemporary estimate by the author.
C0707,place,L0211,long_distance_trade,"Merchants of Dezful and Shushtar maintained commercial relationships extending to Bombay/India and traded goods including wool, borage, lambskins and opium.",confirmed,active,Trade geography reported by Abdollah Khan.
C0708,place,L0211,bridge_condition,Abdollah Khan described the Dezful bridge as having twenty-one major arches and reported a partial collapse that temporarily forced travelers to cross by raft.,confirmed,active,Historical measurements and condition should remain source-attributed.
C0709,place,L0213,route_relation,Shush and the shrine of the Prophet Daniel were described as approximately four farsakhs from Dezful.,confirmed,active,Historical distance retained in farsakhs.
C0710,place,L0218,road_stage,"Govanak was an intermediate stage on the Dezful–Shushtar road, with saline water and Bakhtiari Chahar-Lang residents.",confirmed,active,Road-stage observation.
C0711,place,L0212,route_relation,Abdollah Khan gave the Dezful–Shushtar road as approximately ten farsakhs and described a stretch beyond Govanak with no fresh water.,confirmed,active,Historical distance and water conditions.
C0712,place,L0212,river_geography,At Shushtar the river system divided into the Shatit and Karun branches as described by Abdollah Khan.,confirmed,active,Contemporary hydrological description.
C0713,place,L0212,population_estimate,Abdollah Khan estimated Shushtar at roughly four thousand households and about twenty-two thousand people.,confirmed,active,Source-stated contemporary estimate.
C0714,place,L0212,artillery_inventory,"The report records twenty-one old muzzle-loading guns at Shushtar, many without carriages, with some repaired for operations toward Falahiyah and Ahvaz.",confirmed,active,Source-stated military inventory.
C0715,person,P0004,infrastructure_reform,At Ahvaz Abdollah Khan recommended staged canal development before committing the state to full reconstruction of the old dam.,confirmed,active,Authorial reform proposal.
C0716,event,E0213,cost_estimate,Abdollah Khan estimated that full reconstruction of the Ahvaz dam and related canals might cost more than one hundred fifty thousand tomans.,confirmed,active,"Contemporary source estimate, not modernized."
C0717,person,P0004,port_reform,"Abdollah Khan criticized delays caused by shipping through Basra before Mohammerah and advocated more direct, formal port procedures at Mohammerah/Sahebqaraniyeh.",confirmed,active,Authorial administrative recommendation.
C0718,place,L0215,urban_economy,Falahiyah was described as roughly five hundred households with about one hundred shops and commercial ties to Shushtar and Mohammerah.,confirmed,active,Contemporary estimate and commercial observation.
C0719,event,E0212,local_independence,"At Nezam al-Saltaneh's arrival, Sheikh Abdollah Khan was described as exercising effectively independent authority in Falahiyah.",confirmed,active,Political situation as reported by Abdollah Khan.
C0720,event,E0212,mediation_attempt,The government first attempted to mediate the Falahiyah dispute and dispatched two detachments of Chaharmahal troops with an Austrian mountain gun.,confirmed,active,Political-military response.
C0721,event,E0212,political_outcome,"After the mediation failed and government forces approached, Sheikh Abdollah Khan withdrew toward Mohammerah and local sheikhs accepted Sheikh Ja'far Khan's authority.",confirmed,active,Outcome of the crisis.
C0722,event,E0212,authorial_assessment,Abdollah Khan judged Sheikh Ja'far Khan highly capable and particularly suitable for governing Falahiyah.,confirmed,active,"Explicit authorial judgment, not a neutral fact."
C0723,place,L0216,ruling_lineage,Abdollah Khan described the government of Hoveyzeh as historically associated with descendants of Sayyid Mohammad ibn Falah.,confirmed,active,Historical-political framing from the report.
C0724,place,L0216,fiscal_governance,"During Nezam al-Saltaneh's administration, Mowla Nasrollah Khan was assigned Hoveyzeh and associated territories for an annual fiscal obligation reported as six thousand tomans.",confirmed,active,Source-stated fiscal arrangement.
C0725,place,L0216,political_leverage,Abdollah Khan regarded Mowla Motalleb Khan's prestige among Arab groups as useful political leverage over the Bani Torof even when he was out of office.,confirmed,active,Authorial political assessment.
